C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_454.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_454.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_454.jpg,0,1,0,9.981065
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_527.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_527.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_527.jpg,0,1,0,10.64625
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_603.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_603.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_603.jpg,0,1,0,11.6257
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_672.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_672.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_672.jpg,0,1,0,12.43834
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_746.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_746.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_746.jpg,0,1,0,13.07722
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_828.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_828.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_828.jpg,0,1,0,13.86883
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_903.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_903.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_903.jpg,0,1,0,14.69864
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_32_978.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_32_978.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_32_978.jpg,0,1,0,15.57326
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_057.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_057.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_057.jpg,0,1,0,16.43082
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_138.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_138.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_138.jpg,0,1,0,17.27849
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_212.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_212.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_212.jpg,0,1,0,18.12229
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_285.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_285.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_285.jpg,-0.15,1,0,18.74934
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_363.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_363.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_363.jpg,0,1,0,19.52772
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_437.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_437.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_437.jpg,0,1,0,20.33022
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_511.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_511.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_511.jpg,0,1,0,21.13503
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_594.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_594.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_594.jpg,0,1,0,21.93537
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_671.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_671.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_671.jpg,0,1,0,22.53394
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_748.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_748.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_748.jpg,0,1,0,23.32016
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_833.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_833.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_833.jpg,0,1,0,24.29427
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_909.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_909.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_909.jpg,0,1,0,24.8745
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_33_986.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_33_986.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_33_986.jpg,-0.15,1,0,25.63325
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_068.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_068.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_068.jpg,-0.35,1,0,26.32773
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_143.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_143.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_143.jpg,0,1,0,26.96936
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_217.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_217.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_217.jpg,0,1,0,27.7026
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_290.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_290.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_290.jpg,0,1,0,28.26028
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_359.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_359.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_359.jpg,0,1,0,28.9992
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_436.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_436.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_436.jpg,0,1,0,29.73081
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_514.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_514.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_514.jpg,0,1,0,30.19138
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_584.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_584.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_584.jpg,0,1,0,30.19034
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_661.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_661.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_661.jpg,0,1,0,30.19018
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_740.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_740.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_740.jpg,0,1,0,30.19026
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_823.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_823.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_823.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_895.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_895.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_895.jpg,0,1,0,30.19028
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_34_969.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_34_969.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_34_969.jpg,-0.1,1,0,30.18765
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_044.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_044.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_044.jpg,-0.3,1,0,30.16924
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_110.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_110.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_110.jpg,-0.45,1,0,30.15147
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_191.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_191.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_191.jpg,0,1,0,30.18415
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_273.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_273.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_273.jpg,0,1,0,30.18924
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_341.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_341.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_341.jpg,0,1,0,30.18991
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_420.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_420.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_420.jpg,0,1,0,30.19027
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_496.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_496.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_496.jpg,0,1,0,30.18994
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_579.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_579.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_579.jpg,0,1,0,30.19033
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_654.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_654.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_654.jpg,0,1,0,30.19031
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_727.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_727.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_727.jpg,0,1,0,30.19028
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_806.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_806.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_806.jpg,0,1,0,30.19032
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_886.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_886.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_886.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_35_961.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_35_961.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_35_961.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_037.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_037.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_037.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_104.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_104.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_104.jpg,0,1,0,30.19032
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_176.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_176.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_176.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_248.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_248.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_248.jpg,-0.15,1,0,30.18425
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_329.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_329.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_329.jpg,-0.35,1,0,30.16344
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_405.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_405.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_405.jpg,-0.5500001,1,0,30.13913
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_483.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_483.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_483.jpg,0,1,0,30.18641
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_563.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_563.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_563.jpg,0,1,0,30.18954
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_641.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_641.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_641.jpg,0,1,0,30.19021
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_719.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_719.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_719.jpg,0,1,0,30.19028
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_792.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_792.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_792.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_870.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_870.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_870.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_36_946.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_36_946.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_36_946.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_022.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_022.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_022.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_101.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_101.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_101.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_174.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_174.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_174.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_245.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_245.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_245.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_325.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_325.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_325.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_398.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_398.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_398.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_470.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_470.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_470.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_542.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_542.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_542.jpg,0,1,0,30.19042
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_618.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_618.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_618.jpg,0,1,0,30.19032
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_694.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_694.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_694.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_774.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_774.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_774.jpg,0,1,0,30.19019
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_853.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_853.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_853.jpg,0,1,0,30.19031
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_926.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_926.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_926.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_37_998.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_37_998.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_37_998.jpg,0,1,0,30.19031
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_077.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_077.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_077.jpg,0,1,0,30.19031
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_145.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_145.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_145.jpg,0,1,0,30.19031
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_224.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_224.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_224.jpg,0,1,0,30.19029
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_309.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_309.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_309.jpg,0,1,0,30.1903
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_381.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_381.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_381.jpg,-0.2,1,0,30.17985
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_453.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_453.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_453.jpg,0,1,0,30.19072
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_527.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_527.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_527.jpg,0,1,0,30.18977
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_603.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_603.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_603.jpg,0,1,0,30.19019
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_677.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_677.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_677.jpg,0,1,0,30.19028
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_750.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_750.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_750.jpg,0,1,0,30.19025
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_829.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_829.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_829.jpg,-0.15,1,0,30.18461
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_903.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_903.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_903.jpg,-0.35,1,0,30.16386
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_38_979.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_38_979.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_38_979.jpg,-0.5500001,1,0,30.13942
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_39_060.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_39_060.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_39_060.jpg,0,1,0,30.18647
C:\Users\karti\Desktop\IMG\center_2019_10_03_22_43_39_138.jpg,C:\Users\karti\Desktop\IMG\left_2019_10_03_22_43_39_138.jpg,C:\Users\karti\Desktop\IMG\right_2019_10_03_22_43_39_138.jpg,0,1,0,30.18956
